-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,WS50M
2018,8,23,9.9
2018,8,24,12.95
2018,8,25,7.91
2018,8,26,8.46
2018,8,27,17.72
2018,8,28,6.44
2018,8,29,6.34
2018,8,30,23.94
2018,8,31,17.28
2018,9,1,6.65
2018,9,2,4.74
2018,9,3,13.05
2018,9,4,14.58
2018,9,5,7.51
2018,9,6,8.05
2018,9,7,10.61
2018,9,8,8.54
2018,9,9,9.76
2018,9,10,8.72
2018,9,11,7.35
2018,9,12,11.16
2018,9,13,14.1
2018,9,14,10.92
2018,9,15,11.67
2018,9,16,13.27
2018,9,17,17.69
2018,9,18,9.9
2018,9,19,11.04
2018,9,20,9.67
2018,9,21,7.87
2018,9,22,13.47
2018,9,23,13.24
2018,9,24,8.58
2018,9,25,8.41
2018,9,26,12.29
2018,9,27,6.68
2018,9,28,6.98
2018,9,29,7.73
2018,9,30,9.78
2018,10,1,8.19
2018,10,2,7.0
2018,10,3,5.17
2018,10,4,13.68
2018,10,5,11.04
2018,10,6,6.75
2018,10,7,6.05
2018,10,8,9.85
2018,10,9,6.14
2018,10,10,6.56
2018,10,11,16.01
2018,10,12,24.06
2018,10,13,10.03
2018,10,14,10.42
2018,10,15,9.5
2018,10,16,10.65
2018,10,17,9.79
2018,10,18,16.62
2018,10,19,16.94
2018,10,20,8.59
2018,10,21,6.23
2018,10,22,10.05
2018,10,23,16.24
2018,10,24,11.39
2018,10,25,8.07
2018,10,26,5.61
2018,10,27,8.39
2018,10,28,8.34
2018,10,29,9.75
2018,10,30,10.79
2018,10,31,5.19
2018,11,1,5.79
2018,11,2,6.02
2018,11,3,8.36
2018,11,4,18.76
2018,11,5,11.22
2018,11,6,8.67
2018,11,7,15.67
2018,11,8,8.64
2018,11,9,7.51
2018,11,10,5.1
2018,11,11,6.59
2018,11,12,9.01
2018,11,13,6.75
2018,11,14,8.37
2018,11,15,9.14
2018,11,16,8.93
2018,11,17,9.26
2018,11,18,21.1
2018,11,19,24.11
2018,11,20,9.42
2018,11,21,7.1
2018,11,22,7.97
2018,11,23,10.29
2018,11,24,11.56
2018,11,25,8.19
2018,11,26,8.21
2018,11,27,4.06
2018,11,28,6.39
2018,11,29,7.4
2018,11,30,4.25
2018,12,1,10.56
2018,12,2,7.66
2018,12,3,6.79
2018,12,4,11.02
2018,12,5,12.12
2018,12,6,12.74
2018,12,7,13.39
2018,12,8,14.4
2018,12,9,4.94
2018,12,10,6.33
2018,12,11,9.17
2018,12,12,7.94
2018,12,13,9.21
2018,12,14,18.89
2018,12,15,14.17
2018,12,16,7.83
2018,12,17,15.66
2018,12,18,19.81
2018,12,19,14.68
2018,12,20,7.37
2018,12,21,7.25
2018,12,22,7.96
2018,12,23,8.38
2018,12,24,5.64
2018,12,25,5.89
2018,12,26,5.91
2018,12,27,7.49
2018,12,28,8.29
2018,12,29,5.67
2018,12,30,4.23
2018,12,31,9.5
2019,1,1,12.16
2019,1,2,12.81
2019,1,3,14.58
2019,1,4,7.83
2019,1,5,7.62
2019,1,6,10.01
2019,1,7,12.98
2019,1,8,19.18
2019,1,9,18.58
2019,1,10,15.08
2019,1,11,6.87
2019,1,12,5.98
2019,1,13,7.35
2019,1,14,9.6
2019,1,15,12.38
2019,1,16,12.95
2019,1,17,9.31
2019,1,18,6.01
2019,1,19,8.26
2019,1,20,17.22
2019,1,21,16.95
2019,1,22,8.52
2019,1,23,7.32
2019,1,24,5.75
2019,1,25,7.22
2019,1,26,5.25
2019,1,27,5.75
2019,1,28,8.95
2019,1,29,10.49
2019,1,30,4.83
2019,1,31,11.07
2019,2,1,13.02
2019,2,2,7.14
2019,2,3,6.91
2019,2,4,9.23
2019,2,5,9.65
2019,2,6,12.12
2019,2,7,8.56
2019,2,8,5.12
2019,2,9,15.2
2019,2,10,14.51
2019,2,11,12.33
2019,2,12,13.79
2019,2,13,16.19
2019,2,14,12.33
2019,2,15,20.87
2019,2,16,25.2
2019,2,17,12.27
2019,2,18,19.2
2019,2,19,11.52
2019,2,20,6.66
2019,2,21,8.02
2019,2,22,11.54
2019,2,23,9.84
2019,2,24,9.52
2019,2,25,8.58
2019,2,26,11.21
2019,2,27,9.67
2019,2,28,10.92
2019,3,1,19.34
2019,3,2,10.4
2019,3,3,5.11
2019,3,4,7.66
2019,3,5,16.69
2019,3,6,12.21
2019,3,7,8.6
2019,3,8,6.61
2019,3,9,6.47
2019,3,10,8.83
2019,3,11,15.4
2019,3,12,16.65
2019,3,13,3.86
2019,3,14,6.12
2019,3,15,8.55
2019,3,16,8.38
2019,3,17,8.15
2019,3,18,10.69
2019,3,19,9.24
2019,3,20,9.43
2019,3,21,10.81
2019,3,22,10.72
2019,3,23,22.88
2019,3,24,13.61
2019,3,25,9.86
2019,3,26,9.11
2019,3,27,12.73
2019,3,28,7.87
2019,3,29,13.96
2019,3,30,7.96
2019,3,31,11.07
2019,4,1,7.57
2019,4,2,6.55
2019,4,3,8.57
2019,4,4,5.96
2019,4,5,7.87
2019,4,6,20.07
2019,4,7,24.0
2019,4,8,10.13
2019,4,9,8.67
2019,4,10,10.37
2019,4,11,6.71
2019,4,12,7.75
2019,4,13,6.47
2019,4,14,9.2
2019,4,15,10.86
2019,4,16,10.92
2019,4,17,11.03
2019,4,18,17.97
2019,4,19,9.64
2019,4,20,13.59
2019,4,21,6.85
2019,4,22,8.43
2019,4,23,10.79
2019,4,24,12.47
2019,4,25,12.16
2019,4,26,6.28
2019,4,27,17.44
2019,4,28,20.04
2019,4,29,13.59
2019,4,30,8.91
2019,5,1,11.44
2019,5,2,11.04
2019,5,3,9.95
2019,5,4,11.58
2019,5,5,15.58
2019,5,6,11.57
2019,5,7,7.23
2019,5,8,8.87
2019,5,9,8.03
2019,5,10,12.02
2019,5,11,11.26
2019,5,12,6.6
2019,5,13,7.5
2019,5,14,9.68
2019,5,15,8.69
2019,5,16,9.23
2019,5,17,8.5
2019,5,18,7.65
2019,5,19,5.31
2019,5,20,9.13
2019,5,21,13.64
2019,5,22,16.84
2019,5,23,8.93
2019,5,24,5.85
2019,5,25,4.81
2019,5,26,6.05
2019,5,27,10.42
2019,5,28,11.52
2019,5,29,16.86
2019,5,30,11.11
2019,5,31,7.74
2019,6,1,10.3
2019,6,2,14.88
2019,6,3,11.85
2019,6,4,11.72
2019,6,5,6.44
2019,6,6,9.88
2019,6,7,11.99
2019,6,8,6.85
2019,6,9,19.89
2019,6,10,9.96
2019,6,11,10.34
2019,6,12,9.8
2019,6,13,12.45
2019,6,14,9.16
2019,6,15,12.66
2019,6,16,12.4
2019,6,17,6.11
2019,6,18,9.22
2019,6,19,6.11
2019,6,20,20.94
2019,6,21,27.42
2019,6,22,25.07
2019,6,23,17.14
2019,6,24,8.96
2019,6,25,11.35
2019,6,26,22.82
2019,6,27,16.5
2019,6,28,14.25
2019,6,29,12.94
2019,6,30,9.7
2019,7,1,9.61
2019,7,2,9.53
2019,7,3,10.0
2019,7,4,11.56
2019,7,5,9.96
2019,7,6,12.39
2019,7,7,9.68
2019,7,8,4.41
2019,7,9,10.13
2019,7,10,7.69
2019,7,11,7.44
2019,7,12,8.21
2019,7,13,6.08
2019,7,14,8.89
2019,7,15,9.07
2019,7,16,10.21
2019,7,17,9.39
2019,7,18,9.03
2019,7,19,6.75
2019,7,20,5.65
2019,7,21,9.63
2019,7,22,10.02
2019,7,23,13.03
2019,7,24,12.34
2019,7,25,9.62
2019,7,26,10.08
2019,7,27,12.23
2019,7,28,10.84
2019,7,29,9.07
2019,7,30,5.8
2019,7,31,6.86
2019,8,1,11.85
2019,8,2,10.78
2019,8,3,10.81
2019,8,4,12.23
2019,8,5,11.43
2019,8,6,20.44
2019,8,7,27.44
2019,8,8,14.69
2019,8,9,11.79
2019,8,10,11.47
2019,8,11,14.3
2019,8,12,11.39
2019,8,13,7.37
2019,8,14,9.04
2019,8,15,11.76
2019,8,16,11.77
2019,8,17,7.58
2019,8,18,10.73
2019,8,19,12.48
2019,8,20,10.54
2019,8,21,14.58
2019,8,22,17.49
2019,8,23,14.66
2019,8,24,10.6
2019,8,25,13.36
2019,8,26,18.61
2019,8,27,8.77
2019,8,28,18.75
2019,8,29,20.44
2019,8,30,15.69
2019,8,31,9.72
2019,9,1,12.43
2019,9,2,25.7
2019,9,3,24.89
2019,9,4,10.37
2019,9,5,11.27
2019,9,6,9.26
2019,9,7,9.25
2019,9,8,10.77
2019,9,9,11.71
2019,9,10,8.42
2019,9,11,7.84
2019,9,12,7.04
2019,9,13,11.3
2019,9,14,8.09
2019,9,15,6.51
2019,9,16,7.75
2019,9,17,12.75
2019,9,18,17.75
2019,9,19,12.41
2019,9,20,25.68
2019,9,21,14.33
2019,9,22,11.44
2019,9,23,9.52
2019,9,24,10.94
2019,9,25,9.54
2019,9,26,13.68
2019,9,27,15.77
2019,9,28,14.19
2019,9,29,10.97
2019,9,30,7.57
2019,10,1,14.07
2019,10,2,19.89
2019,10,3,8.41
2019,10,4,10.21
2019,10,5,10.11
2019,10,6,7.58
2019,10,7,8.56
2019,10,8,4.23
2019,10,9,7.33
2019,10,10,6.34
2019,10,11,5.71
2019,10,12,5.33
2019,10,13,6.65
2019,10,14,6.56
2019,10,15,9.04
2019,10,16,18.72
2019,10,17,11.22
2019,10,18,26.2
2019,10,19,26.12
2019,10,20,18.11
2019,10,21,11.83
2019,10,22,17.79
2019,10,23,10.81
2019,10,24,16.15
2019,10,25,11.51
2019,10,26,8.53
2019,10,27,11.65
2019,10,28,6.71
2019,10,29,15.02
2019,10,30,27.48
2019,10,31,10.72
2019,11,1,17.37
2019,11,2,17.12
2019,11,3,12.35
2019,11,4,13.52
2019,11,5,14.44
2019,11,6,9.65
2019,11,7,7.82
2019,11,8,8.27
2019,11,9,11.5
2019,11,10,7.76
2019,11,11,6.38
2019,11,12,10.76
2019,11,13,9.38
2019,11,14,7.95
2019,11,15,9.99
2019,11,16,10.66
2019,11,17,9.78
2019,11,18,6.41
2019,11,19,8.6
2019,11,20,9.12
2019,11,21,10.98
2019,11,22,16.78
2019,11,23,17.83
2019,11,24,19.72
2019,11,25,24.16
2019,11,26,23.47
2019,11,27,16.44
2019,11,28,19.76
2019,11,29,22.17
2019,11,30,17.77
2019,12,1,15.9
2019,12,2,8.05
2019,12,3,9.11
2019,12,4,7.03
2019,12,5,7.57
2019,12,6,9.97
2019,12,7,12.76
2019,12,8,15.21
2019,12,9,15.61
2019,12,10,10.46
2019,12,11,6.66
2019,12,12,6.8
2019,12,13,5.64
2019,12,14,6.38
2019,12,15,4.7
2019,12,16,9.7
2019,12,17,10.13
2019,12,18,10.32
2019,12,19,10.68
2019,12,20,10.28
2019,12,21,10.93
2019,12,22,10.59
2019,12,23,8.2
2019,12,24,7.49
2019,12,25,8.85
2019,12,26,7.05
2019,12,27,4.52
2019,12,28,3.87
2019,12,29,5.75
2019,12,30,3.8
2019,12,31,5.54
2020,1,1,11.56
2020,1,2,8.79
2020,1,3,5.4
2020,1,4,9.88
2020,1,5,8.76
2020,1,6,10.03
2020,1,7,14.53
2020,1,8,15.11
2020,1,9,12.98
2020,1,10,11.37
2020,1,11,20.45
2020,1,12,13.71
2020,1,13,6.72
2020,1,14,6.99
2020,1,15,9.36
2020,1,16,9.95
2020,1,17,14.18
2020,1,18,10.27
2020,1,19,6.73
2020,1,20,8.27
2020,1,21,8.06
2020,1,22,8.08
2020,1,23,7.53
2020,1,24,6.31
2020,1,25,6.37
2020,1,26,8.43
2020,1,27,3.73
2020,1,28,16.66
2020,1,29,13.69
2020,1,30,18.81
2020,1,31,8.82
2020,2,1,9.09
2020,2,2,8.8
2020,2,3,11.56
2020,2,4,11.5
2020,2,5,11.95
2020,2,6,6.99
2020,2,7,10.0
2020,2,8,6.54
2020,2,9,9.27
2020,2,10,8.66
2020,2,11,8.22
2020,2,12,16.21
2020,2,13,17.28
2020,2,14,7.95
2020,2,15,10.31
2020,2,16,11.81
2020,2,17,8.04
2020,2,18,9.05
2020,2,19,8.24
2020,2,20,5.82
2020,2,21,10.03
2020,2,22,13.53
2020,2,23,6.73
2020,2,24,10.85
2020,2,25,4.76
2020,2,26,8.04
2020,2,27,10.34
2020,2,28,16.0
2020,2,29,7.41
2020,3,1,10.63
2020,3,2,9.6
2020,3,3,7.96
2020,3,4,7.51
2020,3,5,6.19
2020,3,6,8.95
2020,3,7,7.38
2020,3,8,13.42
2020,3,9,9.07
2020,3,10,9.19
2020,3,11,12.66
2020,3,12,8.53
2020,3,13,8.7
2020,3,14,8.66
2020,3,15,14.77
2020,3,16,12.64
2020,3,17,6.85
2020,3,18,9.5
2020,3,19,7.93
2020,3,20,9.04
2020,3,21,7.44
2020,3,22,12.12
2020,3,23,8.1
2020,3,24,11.1
2020,3,25,8.06
2020,3,26,8.19
2020,3,27,9.76
2020,3,28,9.22
2020,3,29,5.66
2020,3,30,7.68
2020,3,31,12.15
2020,4,1,12.24
2020,4,2,11.47
2020,4,3,10.35
2020,4,4,8.53
2020,4,5,7.92
2020,4,6,8.93
2020,4,7,12.04
2020,4,8,13.57
2020,4,9,7.56
2020,4,10,2.83
2020,4,11,9.52
2020,4,12,9.49
2020,4,13,10.17
2020,4,14,11.47
2020,4,15,11.03
2020,4,16,10.03
2020,4,17,9.11
2020,4,18,9.68
2020,4,19,9.02
2020,4,20,13.34
2020,4,21,13.92
2020,4,22,9.41
2020,4,23,10.75
2020,4,24,8.67
2020,4,25,9.09
2020,4,26,12.88
2020,4,27,10.73
2020,4,28,10.99
2020,4,29,10.52
2020,4,30,10.42
2020,5,1,10.7
2020,5,2,11.2
2020,5,3,20.46
2020,5,4,18.53
2020,5,5,10.76
2020,5,6,12.1
2020,5,7,13.93
2020,5,8,10.47
2020,5,9,11.88
2020,5,10,16.54
2020,5,11,30.03
2020,5,12,22.39
2020,5,13,24.42
2020,5,14,8.6
2020,5,15,5.09
2020,5,16,6.11
2020,5,17,2.23
2020,5,18,12.37
2020,5,19,22.28
2020,5,20,16.15
2020,5,21,13.24
2020,5,22,22.11
2020,5,23,16.83
2020,5,24,8.29
2020,5,25,11.56
2020,5,26,6.46
2020,5,27,9.34
2020,5,28,8.98
2020,5,29,11.85
2020,5,30,9.43
2020,5,31,10.93
2020,6,1,9.17
2020,6,2,11.68
2020,6,3,13.41
2020,6,4,11.3
2020,6,5,12.96
2020,6,6,10.46
2020,6,7,13.55
2020,6,8,24.25
2020,6,9,23.36
2020,6,10,8.45
2020,6,11,11.04
2020,6,12,8.65
2020,6,13,11.66
2020,6,14,8.64
2020,6,15,7.24
2020,6,16,7.51
2020,6,17,6.33
2020,6,18,4.01
2020,6,19,8.16
2020,6,20,20.57
2020,6,21,20.33
2020,6,22,13.47
2020,6,23,25.65
2020,6,24,26.01
2020,6,25,28.72
2020,6,26,21.57
2020,6,27,11.32
2020,6,28,9.68
2020,6,29,12.2
2020,6,30,9.27
2020,7,1,9.29
2020,7,2,7.37
2020,7,3,8.26
2020,7,4,7.87
2020,7,5,10.68
2020,7,6,7.91
2020,7,7,12.68
2020,7,8,14.58
2020,7,9,14.91
2020,7,10,17.14
2020,7,11,18.16
2020,7,12,10.7
2020,7,13,10.64
2020,7,14,11.84
2020,7,15,17.01
2020,7,16,6.35
2020,7,17,9.45
2020,7,18,13.79
2020,7,19,13.31
2020,7,20,13.94
2020,7,21,19.7
2020,7,22,12.06
2020,7,23,10.97
2020,7,24,13.1
2020,7,25,12.33
2020,7,26,10.2
2020,7,27,10.4
2020,7,28,9.92
2020,7,29,11.27
2020,7,30,8.49
2020,7,31,13.17
2020,8,1,18.82
2020,8,2,5.31
2020,8,3,17.1
2020,8,4,23.29
2020,8,5,12.57
2020,8,6,12.17
2020,8,7,21.81
2020,8,8,18.81
2020,8,9,29.28
2020,8,10,20.63
2020,8,11,13.74
2020,8,12,18.98
2020,8,13,13.4
2020,8,14,10.54
2020,8,15,11.85
2020,8,16,13.73
2020,8,17,12.25
2020,8,18,10.72
2020,8,19,13.64
2020,8,20,8.15
2020,8,21,5.9
2020,8,22,7.49
2020,8,23,14.57
2020,8,24,16.15
2020,8,25,8.94
2020,8,26,8.98
2020,8,27,7.59
2020,8,28,12.97
2020,8,29,17.7
2020,8,30,26.19
2020,8,31,9.61
2020,9,1,14.85
2020,9,2,12.58
2020,9,3,12.86
2020,9,4,9.6
2020,9,5,9.97
2020,9,6,8.61
2020,9,7,3.1
2020,9,8,13.11
2020,9,9,9.01
2020,9,10,7.89
2020,9,11,8.59
2020,9,12,6.96
2020,9,13,7.35
2020,9,14,14.03
2020,9,15,15.51
2020,9,16,12.07
2020,9,17,11.16
2020,9,18,10.43
2020,9,19,17.0
2020,9,20,18.45
2020,9,21,10.43
2020,9,22,11.17
2020,9,23,17.96
2020,9,24,4.8
2020,9,25,9.56
2020,9,26,12.22
2020,9,27,10.98
2020,9,28,9.68
2020,9,29,5.51
2020,9,30,4.11
2020,10,1,9.88
2020,10,2,10.73
2020,10,3,12.59
2020,10,4,11.92
2020,10,5,4.73
2020,10,6,7.45
2020,10,7,6.1
2020,10,8,3.04
2020,10,9,7.46
2020,10,10,11.21
2020,10,11,11.94
2020,10,12,10.46
2020,10,13,14.17
2020,10,14,11.33
2020,10,15,7.26
2020,10,16,9.99
2020,10,17,7.31
2020,10,18,5.33
2020,10,19,9.21
2020,10,20,9.99
2020,10,21,15.41
2020,10,22,16.43
2020,10,23,8.76
2020,10,24,10.36
2020,10,25,14.06
2020,10,26,7.86
2020,10,27,6.71
2020,10,28,8.23
2020,10,29,9.85
2020,10,30,12.3
2020,10,31,6.34
2020,11,1,7.46
2020,11,2,17.11
2020,11,3,12.82
2020,11,4,9.72
2020,11,5,6.43
2020,11,6,7.88
2020,11,7,12.49
2020,11,8,29.88
2020,11,9,24.53
2020,11,10,18.42
2020,11,11,14.77
2020,11,12,18.71
2020,11,13,19.24
2020,11,14,10.29
2020,11,15,11.37
2020,11,16,11.6
2020,11,17,15.75
2020,11,18,10.89
2020,11,19,10.45
2020,11,20,7.81
2020,11,21,8.69
2020,11,22,7.66
2020,11,23,8.56
2020,11,24,7.68
2020,11,25,14.15
2020,11,26,12.24
2020,11,27,2.58
2020,11,28,2.31
2020,11,29,7.5
2020,11,30,17.36
2020,12,1,14.6
2020,12,2,11.11
2020,12,3,6.74
2020,12,4,10.53
2020,12,5,16.13
2020,12,6,12.1
2020,12,7,9.89
2020,12,8,9.48
2020,12,9,8.23
2020,12,10,9.4
2020,12,11,7.91
2020,12,12,6.58
2020,12,13,12.89
2020,12,14,6.21
2020,12,15,10.82
2020,12,16,26.08
2020,12,17,9.81
2020,12,18,8.39
2020,12,19,9.99
2020,12,20,7.13
2020,12,21,6.91
2020,12,22,13.2
2020,12,23,17.44
2020,12,24,6.84
2020,12,25,13.55
2020,12,26,22.76
2020,12,27,15.16
2020,12,28,13.41
2020,12,29,8.43
2020,12,30,8.57
2020,12,31,7.63
2021,1,1,5.12
2021,1,2,6.83
2021,1,3,5.91
2021,1,4,6.8
2021,1,5,5.47
2021,1,6,7.93
2021,1,7,4.6
2021,1,8,3.85
2021,1,9,6.24
2021,1,10,5.38
2021,1,11,11.72
2021,1,12,15.43
2021,1,13,16.64
2021,1,14,16.14
2021,1,15,16.81
2021,1,16,13.12
2021,1,17,8.02
2021,1,18,6.28
2021,1,19,5.65
2021,1,20,8.15
2021,1,21,16.75
2021,1,22,12.98
2021,1,23,19.3
2021,1,24,23.15
2021,1,25,23.23
2021,1,26,15.44
2021,1,27,10.16
2021,1,28,6.45
2021,1,29,10.85
2021,1,30,13.13
2021,1,31,7.44
2021,2,1,6.54
2021,2,2,9.6
2021,2,3,5.44
2021,2,4,3.77
2021,2,5,8.46
2021,2,6,4.39
2021,2,7,9.47
2021,2,8,13.4
2021,2,9,10.5
2021,2,10,15.12
2021,2,11,13.62
2021,2,12,7.53
2021,2,13,8.06
2021,2,14,8.61
2021,2,15,6.51
2021,2,16,12.02
2021,2,17,14.14
2021,2,18,3.96
2021,2,19,11.71
2021,2,20,12.06
2021,2,21,8.37
2021,2,22,9.32
2021,2,23,10.76
2021,2,24,4.84
2021,2,25,3.05
2021,2,26,15.12
2021,2,27,23.87
2021,2,28,14.84
2021,3,1,10.26
2021,3,2,8.93
2021,3,3,10.96
2021,3,4,12.48
2021,3,5,13.36
2021,3,6,18.69
2021,3,7,11.35
2021,3,8,9.18
2021,3,9,8.13
2021,3,10,8.96
2021,3,11,12.6
2021,3,12,11.07
2021,3,13,7.98
2021,3,14,9.82
2021,3,15,8.29
2021,3,16,9.25
2021,3,17,6.54
2021,3,18,7.58
2021,3,19,5.27
2021,3,20,6.59
2021,3,21,8.36
2021,3,22,8.05
2021,3,23,11.3
2021,3,24,9.17
2021,3,25,11.24
2021,3,26,12.23
2021,3,27,12.52
2021,3,28,7.87
2021,3,29,4.68
2021,3,30,9.24
2021,3,31,8.52
2021,4,1,9.48
2021,4,2,16.81
2021,4,3,21.71
2021,4,4,11.27
2021,4,5,12.76
2021,4,6,11.8
2021,4,7,10.89
2021,4,8,7.36
2021,4,9,9.54
2021,4,10,8.58
2021,4,11,13.54
2021,4,12,14.32
2021,4,13,12.33
2021,4,14,8.32
2021,4,15,12.66
2021,4,16,6.51
2021,4,17,10.38
2021,4,18,11.72
2021,4,19,8.66
2021,4,20,14.87
2021,4,21,9.57
2021,4,22,7.35
2021,4,23,14.63
2021,4,24,10.11
2021,4,25,12.04
2021,4,26,8.29
2021,4,27,9.79
2021,4,28,10.62
2021,4,29,6.87
2021,4,30,10.2
2021,5,1,12.18
2021,5,2,10.3
2021,5,3,13.26
2021,5,4,9.83
2021,5,5,9.87
2021,5,6,4.76
2021,5,7,11.5
2021,5,8,13.95
2021,5,9,9.47
2021,5,10,11.45
2021,5,11,10.7
2021,5,12,7.29
2021,5,13,9.5
2021,5,14,8.92
2021,5,15,11.98
2021,5,16,12.02
2021,5,17,17.46
2021,5,18,13.53
2021,5,19,10.42
2021,5,20,7.55
2021,5,21,4.27
2021,5,22,10.28
2021,5,23,13.89
2021,5,24,10.77
2021,5,25,8.71
2021,5,26,10.73
2021,5,27,15.07
2021,5,28,7.29
2021,5,29,6.44
2021,5,30,10.59
2021,5,31,10.68
2021,6,1,9.83
2021,6,2,7.37
2021,6,3,11.31
2021,6,4,9.43
2021,6,5,13.93
2021,6,6,14.11
2021,6,7,9.8
2021,6,8,10.85
2021,6,9,12.68
2021,6,10,9.82
2021,6,11,8.75
2021,6,12,9.16
2021,6,13,7.26
2021,6,14,5.79
2021,6,15,15.62
2021,6,16,12.82
2021,6,17,4.43
2021,6,18,14.93
2021,6,19,12.18
2021,6,20,11.44
2021,6,21,10.33
2021,6,22,9.22
2021,6,23,10.17
2021,6,24,10.16
2021,6,25,11.87
2021,6,26,9.69
2021,6,27,5.58
2021,6,28,10.16
2021,6,29,10.29
2021,6,30,10.05
2021,7,1,7.13
2021,7,2,20.65
2021,7,3,27.63
2021,7,4,11.53
2021,7,5,18.98
2021,7,6,18.09
2021,7,7,12.5
2021,7,8,8.99
2021,7,9,9.58
2021,7,10,16.6
2021,7,11,28.09
2021,7,12,16.66
2021,7,13,9.43
2021,7,14,7.05
2021,7,15,8.87
2021,7,16,8.49
2021,7,17,12.74
2021,7,18,16.19
2021,7,19,12.71
2021,7,20,14.56
2021,7,21,16.29
2021,7,22,10.98
2021,7,23,11.78
2021,7,24,9.15
2021,7,25,7.65
2021,7,26,10.61
2021,7,27,9.18
2021,7,28,10.5
2021,7,29,11.43
2021,7,30,9.73
2021,7,31,12.88
2021,8,1,9.7
2021,8,2,10.93
2021,8,3,5.7
2021,8,4,6.45
2021,8,5,6.86
2021,8,6,10.8
2021,8,7,7.47
2021,8,8,12.69
2021,8,9,16.51
2021,8,10,9.75
2021,8,11,9.25
2021,8,12,9.95
2021,8,13,15.57
2021,8,14,14.14
2021,8,15,5.47
2021,8,16,9.07
2021,8,17,16.83
2021,8,18,11.11
2021,8,19,11.06
2021,8,20,17.5
2021,8,21,27.98
2021,8,22,12.61
2021,8,23,11.8
2021,8,24,11.97
2021,8,25,11.38
2021,8,26,8.45
2021,8,27,13.75
2021,8,28,18.47
2021,8,29,12.42
2021,8,30,11.02
2021,8,31,12.36
2021,9,1,20.97
2021,9,2,9.04
2021,9,3,9.88
2021,9,4,11.54
2021,9,5,11.77
2021,9,6,8.9
2021,9,7,5.01
2021,9,8,6.51
2021,9,9,16.57
2021,9,10,18.39
2021,9,11,11.01
2021,9,12,14.54
2021,9,13,13.84
2021,9,14,8.11
2021,9,15,10.54
2021,9,16,13.23
2021,9,17,12.9
2021,9,18,10.34
2021,9,19,9.93
2021,9,20,10.24
2021,9,21,8.97
2021,9,22,8.74
2021,9,23,9.31
2021,9,24,7.75
2021,9,25,20.82
2021,9,26,14.62
2021,9,27,7.44
2021,9,28,9.58
2021,9,29,9.08
2021,9,30,11.86
2021,10,1,10.8
2021,10,2,6.6
2021,10,3,9.91
2021,10,4,16.67
2021,10,5,9.5
2021,10,6,19.31
2021,10,7,22.87
2021,10,8,20.41
2021,10,9,13.37
2021,10,10,12.09
2021,10,11,10.11
2021,10,12,9.32
2021,10,13,6.1
2021,10,14,7.97
2021,10,15,18.0
2021,10,16,13.56
2021,10,17,10.81
2021,10,18,8.78
2021,10,19,8.07
2021,10,20,13.26
2021,10,21,10.04
2021,10,22,9.96
2021,10,23,10.0
2021,10,24,15.69
2021,10,25,15.49
2021,10,26,3.98
2021,10,27,7.12
2021,10,28,9.15
2021,10,29,9.55
2021,10,30,9.41
2021,10,31,11.32
2021,11,1,11.66
2021,11,2,9.38
2021,11,3,8.38
2021,11,4,8.57
2021,11,5,12.57
2021,11,6,7.56
2021,11,7,8.86
2021,11,8,7.67
2021,11,9,16.33
2021,11,10,8.57
2021,11,11,8.39
2021,11,12,23.17
2021,11,13,17.97
2021,11,14,4.63
2021,11,15,2.98
2021,11,16,6.55
2021,11,17,25.64
2021,11,18,35.18
2021,11,19,24.06
2021,11,20,12.08
2021,11,21,10.82
2021,11,22,12.74
2021,11,23,10.77
2021,11,24,8.99
2021,11,25,12.12
2021,11,26,9.18
2021,11,27,10.33
2021,11,28,7.08
2021,11,29,9.18
2021,11,30,8.52
2021,12,1,7.28
2021,12,2,11.41
2021,12,3,11.02
2021,12,4,19.26
2021,12,5,23.98
2021,12,6,19.93
2021,12,7,18.93
2021,12,8,20.58
2021,12,9,14.02
2021,12,10,7.39
2021,12,11,4.75
2021,12,12,7.79
2021,12,13,11.46
2021,12,14,4.17
2021,12,15,4.91
2021,12,16,7.59
2021,12,17,9.03
2021,12,18,5.75
2021,12,19,11.35
2021,12,20,15.52
2021,12,21,12.03
2021,12,22,13.66
2021,12,23,7.95
2021,12,24,7.66
2021,12,25,5.48
2021,12,26,3.9
2021,12,27,5.97
2021,12,28,5.65
2021,12,29,4.83
2021,12,30,6.51
2021,12,31,7.09
2022,1,1,6.49
2022,1,2,13.51
2022,1,3,6.5
2022,1,4,5.26
2022,1,5,5.55
2022,1,6,3.92
2022,1,7,15.28
2022,1,8,17.97
2022,1,9,10.42
2022,1,10,7.64
2022,1,11,6.82
2022,1,12,6.29
2022,1,13,8.34
2022,1,14,13.66
2022,1,15,14.43
2022,1,16,6.76
2022,1,17,6.64
2022,1,18,11.56
2022,1,19,5.61
2022,1,20,13.5
2022,1,21,17.58
2022,1,22,15.2
2022,1,23,9.7
2022,1,24,10.27
2022,1,25,11.41
