-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,RH2M
2018,8,10,69.08
2018,8,11,79.86
2018,8,12,67.12
2018,8,13,70.37
2018,8,14,63.27
2018,8,15,63.26
2018,8,16,65.09
2018,8,17,68.86
2018,8,18,73.89
2018,8,19,68.98
2018,8,20,70.27
2018,8,21,71.24
2018,8,22,66.99
2018,8,23,71.35
2018,8,24,75.45
2018,8,25,77.31
2018,8,26,76.87
2018,8,27,72.0
2018,8,28,64.96
2018,8,29,71.92
2018,8,30,84.43
2018,8,31,69.3
2018,9,1,73.96
2018,9,2,84.55
2018,9,3,75.97
2018,9,4,73.99
2018,9,5,68.04
2018,9,6,82.45
2018,9,7,84.41
2018,9,8,72.15
2018,9,9,79.36
2018,9,10,83.58
2018,9,11,73.45
2018,9,12,78.1
2018,9,13,79.22
2018,9,14,74.63
2018,9,15,68.82
2018,9,16,72.49
2018,9,17,56.91
2018,9,18,67.32
2018,9,19,66.84
2018,9,20,61.5
2018,9,21,62.39
2018,9,22,64.8
2018,9,23,68.96
2018,9,24,62.24
2018,9,25,74.4
2018,9,26,70.33
2018,9,27,70.92
2018,9,28,77.8
2018,9,29,76.54
2018,9,30,80.35
2018,10,1,84.63
2018,10,2,79.28
2018,10,3,69.08
2018,10,4,80.43
2018,10,5,76.37
2018,10,6,74.96
2018,10,7,79.86
2018,10,8,76.26
2018,10,9,73.88
2018,10,10,80.65
2018,10,11,74.47
2018,10,12,66.6
2018,10,13,64.94
2018,10,14,60.38
2018,10,15,61.28
2018,10,16,65.15
2018,10,17,68.05
2018,10,18,55.56
2018,10,19,43.72
2018,10,20,56.37
2018,10,21,61.3
2018,10,22,67.37
2018,10,23,63.45
2018,10,24,64.81
2018,10,25,74.55
2018,10,26,74.89
2018,10,27,66.02
2018,10,28,66.87
2018,10,29,68.05
2018,10,30,74.35
2018,10,31,69.4
2018,11,1,69.91
2018,11,2,68.24
2018,11,3,69.72
2018,11,4,76.2
2018,11,5,60.79
2018,11,6,69.77
2018,11,7,75.21
2018,11,8,68.52
2018,11,9,71.26
2018,11,10,64.46
2018,11,11,65.67
2018,11,12,72.29
2018,11,13,63.67
2018,11,14,68.81
2018,11,15,64.88
2018,11,16,64.48
2018,11,17,60.8
2018,11,18,66.26
2018,11,19,47.86
2018,11,20,62.58
2018,11,21,62.5
2018,11,22,64.37
2018,11,23,60.46
2018,11,24,61.76
2018,11,25,59.22
2018,11,26,65.85
2018,11,27,63.76
2018,11,28,61.18
2018,11,29,68.59
2018,11,30,68.78
2018,12,1,79.79
2018,12,2,71.6
2018,12,3,70.02
2018,12,4,66.88
2018,12,5,64.94
2018,12,6,68.41
2018,12,7,60.66
2018,12,8,68.16
2018,12,9,62.58
2018,12,10,73.45
2018,12,11,66.9
2018,12,12,66.17
2018,12,13,69.87
2018,12,14,69.58
2018,12,15,66.31
2018,12,16,71.71
2018,12,17,73.04
2018,12,18,65.16
2018,12,19,61.31
2018,12,20,65.98
2018,12,21,65.98
2018,12,22,70.4
2018,12,23,73.19
2018,12,24,71.53
2018,12,25,67.75
2018,12,26,67.88
2018,12,27,74.37
2018,12,28,73.37
2018,12,29,64.77
2018,12,30,69.15
2018,12,31,81.47
2019,1,1,75.59
2019,1,2,66.01
2019,1,3,62.51
2019,1,4,64.3
2019,1,5,60.38
2019,1,6,71.42
2019,1,7,70.01
2019,1,8,61.68
2019,1,9,67.36
2019,1,10,74.64
2019,1,11,81.93
2019,1,12,79.45
2019,1,13,68.59
2019,1,14,67.93
2019,1,15,67.61
2019,1,16,61.54
2019,1,17,64.22
2019,1,18,63.73
2019,1,19,66.76
2019,1,20,68.53
2019,1,21,60.78
2019,1,22,70.73
2019,1,23,65.25
2019,1,24,63.35
2019,1,25,69.57
2019,1,26,67.71
2019,1,27,61.94
2019,1,28,65.68
2019,1,29,80.32
2019,1,30,64.81
2019,1,31,72.64
2019,2,1,67.92
2019,2,2,67.16
2019,2,3,69.78
2019,2,4,75.45
2019,2,5,67.53
2019,2,6,67.4
2019,2,7,69.5
2019,2,8,63.33
2019,2,9,80.41
2019,2,10,77.98
2019,2,11,68.31
2019,2,12,70.72
2019,2,13,65.13
2019,2,14,64.9
2019,2,15,59.26
2019,2,16,76.83
2019,2,17,78.68
2019,2,18,64.51
2019,2,19,64.86
2019,2,20,63.66
2019,2,21,67.23
2019,2,22,69.26
2019,2,23,72.83
2019,2,24,71.8
2019,2,25,63.08
2019,2,26,70.57
2019,2,27,66.18
2019,2,28,79.22
2019,3,1,65.14
2019,3,2,68.93
2019,3,3,73.25
2019,3,4,75.38
2019,3,5,84.66
2019,3,6,72.63
2019,3,7,73.98
2019,3,8,79.85
2019,3,9,72.79
2019,3,10,80.33
2019,3,11,86.58
2019,3,12,72.16
2019,3,13,72.23
2019,3,14,89.73
2019,3,15,82.21
2019,3,16,84.68
2019,3,17,88.01
2019,3,18,85.48
2019,3,19,76.93
2019,3,20,82.14
2019,3,21,74.37
2019,3,22,74.96
2019,3,23,73.59
2019,3,24,72.9
2019,3,25,77.75
2019,3,26,86.36
2019,3,27,85.55
2019,3,28,73.38
2019,3,29,84.46
2019,3,30,72.44
2019,3,31,74.1
2019,4,1,72.97
2019,4,2,78.47
2019,4,3,78.44
2019,4,4,84.72
2019,4,5,79.49
2019,4,6,90.05
2019,4,7,70.35
2019,4,8,70.6
2019,4,9,75.59
2019,4,10,72.42
2019,4,11,63.66
2019,4,12,75.87
2019,4,13,67.12
2019,4,14,87.41
2019,4,15,85.86
2019,4,16,84.24
2019,4,17,68.3
2019,4,18,73.36
2019,4,19,72.21
2019,4,20,75.04
2019,4,21,75.41
2019,4,22,71.52
2019,4,23,73.3
2019,4,24,76.21
2019,4,25,76.09
2019,4,26,73.29
2019,4,27,73.13
2019,4,28,67.5
2019,4,29,69.76
2019,4,30,72.63
2019,5,1,81.87
2019,5,2,80.77
2019,5,3,78.97
2019,5,4,79.91
2019,5,5,70.06
2019,5,6,70.16
2019,5,7,71.06
2019,5,8,79.54
2019,5,9,62.07
2019,5,10,67.06
2019,5,11,70.29
2019,5,12,68.92
2019,5,13,64.66
2019,5,14,75.49
2019,5,15,76.62
2019,5,16,73.91
2019,5,17,67.51
2019,5,18,71.37
2019,5,19,72.33
2019,5,20,85.28
2019,5,21,88.0
2019,5,22,69.05
2019,5,23,67.86
2019,5,24,71.34
2019,5,25,87.2
2019,5,26,74.75
2019,5,27,75.28
2019,5,28,73.68
2019,5,29,67.34
2019,5,30,68.56
2019,5,31,67.12
2019,6,1,72.33
2019,6,2,79.75
2019,6,3,73.01
2019,6,4,61.37
2019,6,5,80.09
2019,6,6,63.68
2019,6,7,70.59
2019,6,8,74.69
2019,6,9,80.57
2019,6,10,63.34
2019,6,11,64.73
2019,6,12,77.75
2019,6,13,62.34
2019,6,14,70.4
2019,6,15,81.2
2019,6,16,87.67
2019,6,17,78.73
2019,6,18,59.85
2019,6,19,59.53
2019,6,20,84.75
2019,6,21,76.26
2019,6,22,69.05
2019,6,23,63.39
2019,6,24,61.61
2019,6,25,65.39
2019,6,26,69.55
2019,6,27,71.15
2019,6,28,73.48
2019,6,29,76.79
2019,6,30,72.04
2019,7,1,69.47
2019,7,2,65.28
2019,7,3,72.22
2019,7,4,75.11
2019,7,5,69.54
2019,7,6,67.58
2019,7,7,70.49
2019,7,8,92.18
2019,7,9,75.09
2019,7,10,75.58
2019,7,11,79.83
2019,7,12,77.2
2019,7,13,79.5
2019,7,14,77.44
2019,7,15,82.36
2019,7,16,86.93
2019,7,17,80.96
2019,7,18,75.53
2019,7,19,74.04
2019,7,20,79.25
2019,7,21,69.69
2019,7,22,69.63
2019,7,23,71.73
2019,7,24,73.14
2019,7,25,76.18
2019,7,26,72.4
2019,7,27,70.59
2019,7,28,77.34
2019,7,29,78.16
2019,7,30,72.3
2019,7,31,82.99
2019,8,1,78.47
2019,8,2,69.74
2019,8,3,68.38
2019,8,4,74.2
2019,8,5,77.35
2019,8,6,70.93
2019,8,7,66.11
2019,8,8,84.1
2019,8,9,71.56
2019,8,10,70.33
2019,8,11,73.43
2019,8,12,70.13
2019,8,13,73.68
2019,8,14,80.97
2019,8,15,86.61
2019,8,16,79.33
2019,8,17,77.37
2019,8,18,75.43
2019,8,19,77.18
2019,8,20,70.99
2019,8,21,71.25
2019,8,22,66.97
2019,8,23,66.91
2019,8,24,73.72
2019,8,25,75.96
2019,8,26,64.37
2019,8,27,74.69
2019,8,28,76.54
2019,8,29,71.77
2019,8,30,80.36
2019,8,31,67.71
2019,9,1,69.89
2019,9,2,74.9
2019,9,3,62.24
2019,9,4,68.02
2019,9,5,72.97
2019,9,6,71.97
2019,9,7,77.02
2019,9,8,80.01
2019,9,9,76.47
2019,9,10,74.67
2019,9,11,83.31
2019,9,12,80.7
2019,9,13,77.93
2019,9,14,65.84
2019,9,15,73.45
2019,9,16,69.08
2019,9,17,76.91
2019,9,18,76.34
2019,9,19,72.89
2019,9,20,67.57
2019,9,21,62.5
2019,9,22,71.41
2019,9,23,69.48
2019,9,24,65.7
2019,9,25,66.45
2019,9,26,79.08
2019,9,27,83.17
2019,9,28,76.99
2019,9,29,73.62
2019,9,30,66.75
2019,10,1,67.13
2019,10,2,55.0
2019,10,3,57.17
2019,10,4,56.5
2019,10,5,64.48
2019,10,6,63.83
2019,10,7,63.79
2019,10,8,73.16
2019,10,9,64.08
2019,10,10,72.46
2019,10,11,66.31
2019,10,12,67.68
2019,10,13,78.91
2019,10,14,69.64
2019,10,15,65.48
2019,10,16,82.16
2019,10,17,74.84
2019,10,18,68.05
2019,10,19,63.12
2019,10,20,53.83
2019,10,21,55.32
2019,10,22,54.16
2019,10,23,62.93
2019,10,24,65.87
2019,10,25,65.65
2019,10,26,73.24
2019,10,27,78.33
2019,10,28,70.76
2019,10,29,75.28
2019,10,30,75.71
2019,10,31,78.19
2019,11,1,61.09
2019,11,2,59.63
2019,11,3,65.42
2019,11,4,67.65
2019,11,5,68.7
2019,11,6,71.84
2019,11,7,79.78
2019,11,8,68.9
2019,11,9,65.17
2019,11,10,68.97
2019,11,11,68.95
2019,11,12,65.5
2019,11,13,68.86
2019,11,14,67.59
2019,11,15,68.35
2019,11,16,69.64
2019,11,17,68.48
2019,11,18,64.02
2019,11,19,67.71
2019,11,20,69.82
2019,11,21,69.79
2019,11,22,65.1
2019,11,23,63.56
2019,11,24,57.91
2019,11,25,53.9
2019,11,26,64.52
2019,11,27,71.77
2019,11,28,61.73
2019,11,29,63.76
2019,11,30,73.27
2019,12,1,75.51
2019,12,2,79.65
2019,12,3,80.25
2019,12,4,80.07
2019,12,5,68.78
2019,12,6,63.58
2019,12,7,59.88
2019,12,8,70.64
2019,12,9,67.85
2019,12,10,66.98
2019,12,11,65.48
2019,12,12,69.6
2019,12,13,81.78
2019,12,14,74.05
2019,12,15,65.9
2019,12,16,70.38
2019,12,17,67.82
2019,12,18,68.64
2019,12,19,65.11
2019,12,20,65.81
2019,12,21,65.21
2019,12,22,69.15
2019,12,23,69.2
2019,12,24,62.51
2019,12,25,66.1
2019,12,26,66.65
2019,12,27,66.35
2019,12,28,70.72
2019,12,29,74.21
2019,12,30,73.43
2019,12,31,64.32
2020,1,1,62.18
2020,1,2,69.83
2020,1,3,64.34
2020,1,4,67.05
2020,1,5,72.6
2020,1,6,70.45
2020,1,7,64.61
2020,1,8,65.57
2020,1,9,66.66
2020,1,10,69.33
2020,1,11,84.01
2020,1,12,82.66
2020,1,13,82.62
2020,1,14,82.1
2020,1,15,77.35
2020,1,16,71.53
2020,1,17,71.2
2020,1,18,73.94
2020,1,19,68.96
2020,1,20,68.8
2020,1,21,69.79
2020,1,22,72.07
2020,1,23,78.47
2020,1,24,76.41
2020,1,25,70.66
2020,1,26,80.99
2020,1,27,85.4
2020,1,28,85.03
2020,1,29,80.89
2020,1,30,76.22
2020,1,31,75.02
2020,2,1,71.35
2020,2,2,68.52
2020,2,3,75.81
2020,2,4,68.2
2020,2,5,70.81
2020,2,6,67.36
2020,2,7,69.55
2020,2,8,65.67
2020,2,9,75.46
2020,2,10,79.37
2020,2,11,75.13
2020,2,12,74.26
2020,2,13,68.81
2020,2,14,65.92
2020,2,15,71.34
2020,2,16,69.83
2020,2,17,63.0
2020,2,18,70.21
2020,2,19,69.42
2020,2,20,81.55
2020,2,21,78.48
2020,2,22,64.54
2020,2,23,62.23
2020,2,24,71.42
2020,2,25,66.17
2020,2,26,74.13
2020,2,27,77.21
2020,2,28,64.6
2020,2,29,63.85
2020,3,1,76.96
2020,3,2,61.01
2020,3,3,68.74
2020,3,4,71.28
2020,3,5,78.95
2020,3,6,79.95
2020,3,7,83.54
2020,3,8,87.04
2020,3,9,77.44
2020,3,10,78.73
2020,3,11,75.58
2020,3,12,78.06
2020,3,13,76.7
2020,3,14,67.04
2020,3,15,76.36
2020,3,16,77.94
2020,3,17,69.6
2020,3,18,79.09
2020,3,19,79.75
2020,3,20,76.04
2020,3,21,73.98
2020,3,22,74.39
2020,3,23,66.13
2020,3,24,67.59
2020,3,25,63.27
2020,3,26,61.6
2020,3,27,64.56
2020,3,28,63.96
2020,3,29,78.58
2020,3,30,75.27
2020,3,31,76.38
2020,4,1,74.25
2020,4,2,73.46
2020,4,3,79.38
2020,4,4,80.65
2020,4,5,79.77
2020,4,6,74.31
2020,4,7,71.28
2020,4,8,67.44
2020,4,9,72.75
2020,4,10,81.2
2020,4,11,87.42
2020,4,12,73.54
2020,4,13,65.7
2020,4,14,76.35
2020,4,15,69.75
2020,4,16,65.86
2020,4,17,59.4
2020,4,18,66.55
2020,4,19,74.44
2020,4,20,77.75
2020,4,21,70.76
2020,4,22,69.84
2020,4,23,78.59
2020,4,24,70.01
2020,4,25,70.16
2020,4,26,74.14
2020,4,27,69.57
2020,4,28,72.59
2020,4,29,70.13
2020,4,30,62.44
2020,5,1,74.55
2020,5,2,68.38
2020,5,3,80.27
2020,5,4,72.22
2020,5,5,67.28
2020,5,6,69.43
2020,5,7,69.53
2020,5,8,66.74
2020,5,9,72.67
2020,5,10,73.2
2020,5,11,60.29
2020,5,12,72.75
2020,5,13,70.94
2020,5,14,69.57
2020,5,15,73.14
2020,5,16,68.99
2020,5,17,79.76
2020,5,18,84.38
2020,5,19,67.62
2020,5,20,66.19
2020,5,21,70.82
2020,5,22,74.77
2020,5,23,68.36
2020,5,24,62.86
2020,5,25,79.97
2020,5,26,84.0
2020,5,27,82.58
2020,5,28,66.96
2020,5,29,64.39
2020,5,30,62.63
2020,5,31,76.97
2020,6,1,83.26
2020,6,2,86.01
2020,6,3,73.72
2020,6,4,73.35
2020,6,5,64.24
2020,6,6,61.0
2020,6,7,73.0
2020,6,8,71.85
2020,6,9,60.05
2020,6,10,65.75
2020,6,11,72.38
2020,6,12,71.74
2020,6,13,69.52
2020,6,14,55.07
2020,6,15,57.92
2020,6,16,83.22
2020,6,17,71.64
2020,6,18,77.94
2020,6,19,73.17
2020,6,20,81.67
2020,6,21,62.12
2020,6,22,68.67
2020,6,23,73.31
2020,6,24,78.83
2020,6,25,71.27
2020,6,26,68.03
2020,6,27,66.84
2020,6,28,68.11
2020,6,29,75.91
2020,6,30,73.32
2020,7,1,76.79
2020,7,2,65.66
2020,7,3,80.79
2020,7,4,91.04
2020,7,5,80.3
2020,7,6,65.43
2020,7,7,81.4
2020,7,8,70.45
2020,7,9,58.54
2020,7,10,53.72
2020,7,11,65.82
2020,7,12,61.4
2020,7,13,56.9
2020,7,14,69.99
2020,7,15,76.89
2020,7,16,85.67
2020,7,17,94.25
2020,7,18,72.37
2020,7,19,71.53
2020,7,20,71.09
2020,7,21,63.27
2020,7,22,66.62
2020,7,23,69.48
2020,7,24,62.96
2020,7,25,74.55
2020,7,26,79.43
2020,7,27,77.0
2020,7,28,67.21
2020,7,29,67.87
2020,7,30,75.07
2020,7,31,77.07
2020,8,1,62.27
2020,8,2,83.74
2020,8,3,87.32
2020,8,4,54.12
2020,8,5,52.95
2020,8,6,82.64
2020,8,7,78.85
2020,8,8,77.27
2020,8,9,68.44
2020,8,10,56.67
2020,8,11,65.39
2020,8,12,65.78
2020,8,13,68.52
2020,8,14,69.19
2020,8,15,80.95
2020,8,16,78.1
2020,8,17,73.99
2020,8,18,74.54
2020,8,19,65.91
2020,8,20,68.52
2020,8,21,68.13
2020,8,22,66.66
2020,8,23,61.4
2020,8,24,56.5
2020,8,25,68.41
2020,8,26,75.24
2020,8,27,76.31
2020,8,28,77.8
2020,8,29,80.48
2020,8,30,81.81
2020,8,31,86.69
2020,9,1,68.3
2020,9,2,69.88
2020,9,3,75.09
2020,9,4,71.39
2020,9,5,67.9
2020,9,6,68.93
2020,9,7,75.96
2020,9,8,75.73
2020,9,9,72.16
2020,9,10,68.61
2020,9,11,62.34
2020,9,12,78.25
2020,9,13,71.16
2020,9,14,74.46
2020,9,15,58.23
2020,9,16,70.84
2020,9,17,76.46
2020,9,18,74.75
2020,9,19,73.33
2020,9,20,66.04
2020,9,21,89.24
2020,9,22,80.28
2020,9,23,62.97
2020,9,24,86.39
2020,9,25,78.37
2020,9,26,62.49
2020,9,27,56.68
2020,9,28,66.65
2020,9,29,79.88
2020,9,30,86.59
2020,10,1,72.01
2020,10,2,67.01
2020,10,3,65.44
2020,10,4,63.46
2020,10,5,67.98
2020,10,6,79.79
2020,10,7,77.47
2020,10,8,85.03
2020,10,9,79.71
2020,10,10,71.56
2020,10,11,67.88
2020,10,12,71.23
2020,10,13,73.05
2020,10,14,69.84
2020,10,15,70.41
2020,10,16,72.43
2020,10,17,68.13
2020,10,18,74.26
2020,10,19,71.54
2020,10,20,63.39
2020,10,21,72.68
2020,10,22,73.15
2020,10,23,69.22
2020,10,24,65.49
2020,10,25,72.52
2020,10,26,63.51
2020,10,27,66.53
2020,10,28,61.81
2020,10,29,63.89
2020,10,30,67.82
2020,10,31,69.57
2020,11,1,73.75
2020,11,2,75.6
2020,11,3,62.93
2020,11,4,70.75
2020,11,5,68.04
2020,11,6,64.12
2020,11,7,68.5
2020,11,8,77.13
2020,11,9,64.73
2020,11,10,64.44
2020,11,11,74.62
2020,11,12,68.26
2020,11,13,71.91
2020,11,14,68.03
2020,11,15,62.17
2020,11,16,57.93
2020,11,17,55.81
2020,11,18,69.91
2020,11,19,68.12
2020,11,20,67.19
2020,11,21,67.24
2020,11,22,70.43
2020,11,23,72.29
2020,11,24,78.19
2020,11,25,81.41
2020,11,26,82.33
2020,11,27,82.01
2020,11,28,83.24
2020,11,29,78.62
2020,11,30,70.81
2020,12,1,70.75
2020,12,2,75.72
2020,12,3,83.42
2020,12,4,68.92
2020,12,5,62.35
2020,12,6,58.33
2020,12,7,58.79
2020,12,8,62.2
2020,12,9,62.71
2020,12,10,59.91
2020,12,11,59.76
2020,12,12,60.49
2020,12,13,64.66
2020,12,14,61.98
2020,12,15,68.25
2020,12,16,64.83
2020,12,17,58.97
2020,12,18,63.25
2020,12,19,69.04
2020,12,20,71.3
2020,12,21,72.55
2020,12,22,76.84
2020,12,23,71.97
2020,12,24,66.33
2020,12,25,64.04
2020,12,26,60.31
2020,12,27,58.28
2020,12,28,65.12
2020,12,29,66.84
2020,12,30,71.23
2020,12,31,70.56
2021,1,1,66.38
2021,1,2,81.52
2021,1,3,79.67
2021,1,4,69.85
2021,1,5,65.57
2021,1,6,68.75
2021,1,7,60.75
2021,1,8,68.38
2021,1,9,68.15
2021,1,10,64.5
2021,1,11,66.95
2021,1,12,64.26
2021,1,13,61.2
2021,1,14,62.97
2021,1,15,61.32
2021,1,16,65.92
2021,1,17,71.56
2021,1,18,67.42
2021,1,19,63.11
2021,1,20,63.54
2021,1,21,63.75
2021,1,22,63.3
2021,1,23,67.86
2021,1,24,61.23
2021,1,25,65.8
2021,1,26,79.32
2021,1,27,76.05
2021,1,28,59.33
2021,1,29,69.43
2021,1,30,73.07
2021,1,31,73.85
2021,2,1,69.14
2021,2,2,72.0
2021,2,3,76.36
2021,2,4,73.81
2021,2,5,92.03
2021,2,6,75.84
2021,2,7,70.35
2021,2,8,71.03
2021,2,9,70.46
2021,2,10,66.89
2021,2,11,60.79
2021,2,12,62.75
2021,2,13,65.03
2021,2,14,69.09
2021,2,15,68.53
2021,2,16,70.07
2021,2,17,63.63
2021,2,18,72.61
2021,2,19,75.51
2021,2,20,65.94
2021,2,21,66.92
2021,2,22,70.54
2021,2,23,72.56
2021,2,24,68.91
2021,2,25,72.89
2021,2,26,68.46
2021,2,27,57.8
2021,2,28,53.06
2021,3,1,65.76
2021,3,2,71.9
2021,3,3,66.52
2021,3,4,62.21
2021,3,5,64.72
2021,3,6,65.21
2021,3,7,63.83
2021,3,8,70.77
2021,3,9,73.27
2021,3,10,74.22
2021,3,11,69.54
2021,3,12,66.42
2021,3,13,71.77
2021,3,14,66.63
2021,3,15,65.17
2021,3,16,72.38
2021,3,17,72.7
2021,3,18,70.5
2021,3,19,64.8
2021,3,20,70.05
2021,3,21,57.57
2021,3,22,67.36
2021,3,23,72.01
2021,3,24,65.29
2021,3,25,69.24
2021,3,26,68.79
2021,3,27,71.62
2021,3,28,68.16
2021,3,29,85.75
2021,3,30,64.55
2021,3,31,60.39
2021,4,1,68.15
2021,4,2,83.02
2021,4,3,73.72
2021,4,4,75.61
2021,4,5,71.11
2021,4,6,70.4
2021,4,7,69.53
2021,4,8,63.86
2021,4,9,74.71
2021,4,10,68.3
2021,4,11,74.57
2021,4,12,72.91
2021,4,13,67.07
2021,4,14,72.42
2021,4,15,72.87
2021,4,16,78.31
2021,4,17,78.19
2021,4,18,66.21
2021,4,19,78.18
2021,4,20,72.09
2021,4,21,71.36
2021,4,22,77.02
2021,4,23,70.82
2021,4,24,73.37
2021,4,25,70.39
2021,4,26,53.15
2021,4,27,75.89
2021,4,28,74.43
2021,4,29,72.52
2021,4,30,74.34
2021,5,1,75.14
2021,5,2,67.25
2021,5,3,76.04
2021,5,4,75.51
2021,5,5,75.12
2021,5,6,91.87
2021,5,7,85.9
2021,5,8,76.07
2021,5,9,56.9
2021,5,10,62.59
2021,5,11,63.95
2021,5,12,71.98
2021,5,13,71.34
2021,5,14,73.95
2021,5,15,77.93
2021,5,16,71.38
2021,5,17,69.65
2021,5,18,73.68
2021,5,19,70.71
2021,5,20,71.19
2021,5,21,69.4
2021,5,22,78.95
2021,5,23,69.4
2021,5,24,78.98
2021,5,25,89.67
2021,5,26,77.37
2021,5,27,69.0
2021,5,28,76.86
2021,5,29,80.12
2021,5,30,73.73
2021,5,31,69.51
2021,6,1,78.56
2021,6,2,72.76
2021,6,3,76.85
2021,6,4,75.56
2021,6,5,74.43
2021,6,6,69.15
2021,6,7,57.56
2021,6,8,76.13
2021,6,9,80.66
2021,6,10,77.96
2021,6,11,77.59
2021,6,12,78.54
2021,6,13,78.44
2021,6,14,81.22
2021,6,15,79.84
2021,6,16,75.93
2021,6,17,65.23
2021,6,18,77.35
2021,6,19,72.89
2021,6,20,75.78
2021,6,21,77.61
2021,6,22,60.28
2021,6,23,61.71
2021,6,24,63.24
2021,6,25,58.3
2021,6,26,64.5
2021,6,27,78.26
2021,6,28,78.51
2021,6,29,75.64
2021,6,30,79.22
2021,7,1,80.36
2021,7,2,79.23
2021,7,3,76.51
2021,7,4,97.93
2021,7,5,78.21
2021,7,6,56.06
2021,7,7,66.44
2021,7,8,81.55
2021,7,9,78.89
2021,7,10,73.16
2021,7,11,64.79
2021,7,12,64.54
2021,7,13,72.36
2021,7,14,76.71
2021,7,15,70.99
2021,7,16,67.3
2021,7,17,68.95
2021,7,18,68.89
2021,7,19,74.73
2021,7,20,80.05
2021,7,21,69.2
2021,7,22,73.42
2021,7,23,74.67
2021,7,24,73.0
2021,7,25,87.21
2021,7,26,91.23
2021,7,27,85.94
2021,7,28,77.56
2021,7,29,70.28
2021,7,30,72.01
2021,7,31,77.07
2021,8,1,72.39
2021,8,2,74.98
2021,8,3,76.47
2021,8,4,73.26
2021,8,5,68.86
2021,8,6,76.33
2021,8,7,76.19
2021,8,8,85.33
2021,8,9,68.47
2021,8,10,67.96
2021,8,11,78.12
2021,8,12,73.11
2021,8,13,57.24
2021,8,14,62.63
2021,8,15,69.33
2021,8,16,71.15
2021,8,17,73.22
2021,8,18,71.31
2021,8,19,77.62
2021,8,20,78.41
2021,8,21,61.74
2021,8,22,69.86
2021,8,23,71.72
2021,8,24,77.14
2021,8,25,75.36
2021,8,26,68.15
2021,8,27,73.43
2021,8,28,69.65
2021,8,29,71.54
2021,8,30,71.45
2021,8,31,69.3
2021,9,1,66.04
2021,9,2,71.02
2021,9,3,70.56
2021,9,4,68.86
2021,9,5,50.49
2021,9,6,65.83
2021,9,7,78.11
2021,9,8,72.72
2021,9,9,66.21
2021,9,10,63.7
2021,9,11,66.22
2021,9,12,71.05
2021,9,13,61.6
2021,9,14,67.1
2021,9,15,77.72
2021,9,16,73.52
2021,9,17,70.52
2021,9,18,71.03
2021,9,19,64.11
2021,9,20,62.62
2021,9,21,66.71
2021,9,22,71.57
2021,9,23,75.83
2021,9,24,75.39
2021,9,25,79.71
2021,9,26,65.8
2021,9,27,77.93
2021,9,28,64.5
2021,9,29,63.85
2021,9,30,70.85
2021,10,1,68.42
2021,10,2,70.99
2021,10,3,84.01
2021,10,4,66.44
2021,10,5,66.12
2021,10,6,74.18
2021,10,7,68.23
2021,10,8,72.44
2021,10,9,58.8
2021,10,10,69.85
2021,10,11,68.8
2021,10,12,65.1
2021,10,13,71.37
2021,10,14,75.49
2021,10,15,71.94
2021,10,16,61.57
2021,10,17,60.41
2021,10,18,64.78
2021,10,19,66.82
2021,10,20,67.56
2021,10,21,66.16
2021,10,22,72.66
2021,10,23,79.45
2021,10,24,69.21
2021,10,25,76.61
2021,10,26,88.92
2021,10,27,86.92
2021,10,28,61.82
2021,10,29,61.92
2021,10,30,63.45
2021,10,31,63.42
2021,11,1,63.2
2021,11,2,65.45
2021,11,3,64.78
2021,11,4,60.67
2021,11,5,63.56
2021,11,6,64.89
2021,11,7,69.16
2021,11,8,66.39
2021,11,9,72.71
2021,11,10,66.54
2021,11,11,65.76
2021,11,12,65.23
2021,11,13,64.58
2021,11,14,74.36
2021,11,15,87.05
2021,11,16,69.66
2021,11,17,76.98
2021,11,18,67.77
2021,11,19,63.13
2021,11,20,58.59
2021,11,21,52.71
2021,11,22,54.09
2021,11,23,59.71
2021,11,24,59.45
2021,11,25,54.59
2021,11,26,61.88
2021,11,27,71.6
2021,11,28,63.84
2021,11,29,66.34
2021,11,30,71.93
2021,12,1,71.62
2021,12,2,74.31
2021,12,3,69.18
2021,12,4,75.4
2021,12,5,68.66
2021,12,6,82.34
2021,12,7,83.06
2021,12,8,65.26
2021,12,9,74.36
2021,12,10,72.59
2021,12,11,64.46
2021,12,12,72.37
2021,12,13,72.1
2021,12,14,72.8
2021,12,15,72.51
2021,12,16,75.64
2021,12,17,74.81
2021,12,18,76.07
2021,12,19,63.14
2021,12,20,61.34
2021,12,21,67.58
2021,12,22,63.23
2021,12,23,68.53
2021,12,24,75.23
2021,12,25,76.06
2021,12,26,70.65
2021,12,27,78.97
2021,12,28,69.32
2021,12,29,69.03
2021,12,30,67.13
2021,12,31,71.11
2022,1,1,66.3
2022,1,2,55.15
2022,1,3,66.84
2022,1,4,68.13
2022,1,5,63.81
2022,1,6,63.02
2022,1,7,68.62
2022,1,8,73.43
2022,1,9,67.73
2022,1,10,68.42
2022,1,11,62.59
2022,1,12,58.69
